station_name,station_canton,area_type_de,station_type_de,year,NO2,SO2,TSP,NOx,O3,PM10,Cd im SN,Pb im SN,Staubniederschlag (SN),Tl im SN,Zn im SN,Ammoniak,EC / Russ,Benzol,Cd in PM10,CO,Partikelanzahl,Pb in PM10,PM1,PM2.5,Toluol,NMVOC
Bern-Brunngasshalde,BE,Städtisch,Verkehr,1998,46.2,4.1,,,,29,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,1999,48.2,,26,,,,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2000,45,,,43,34,25,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2001,35,,,37,33,23,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2010,30,,,25,42,,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2011,28,,,26,39,,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2012,28,,,23,41,19,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2013,27,,,24,41,22,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2014,25,,,22,38,16,,,,,,,,,,,,,,,,
Bern-Brunngasshalde,BE,Städtisch,Verkehr,2015,24,,,20,46,,,,,,,,,,,,,,,,,
Bern-Wankdorf,BE,Vorstädtisch,Verkehr,2010,36,,,38,,,,,,,,,,,,,,,,,,
Bern-Wankdorf,BE,Vorstädtisch,Verkehr,2011,36,,,40,,,,,,,,,,,,,,,,,,
Bern-Wankdorf,BE,Vorstädtisch,Verkehr,2012,34,,,34,,,,,,,,,,,,,,,,,,
Bern-Wankdorf,BE,Vorstädtisch,Verkehr,2013,33,,,37,,,,,,,,,,,,,,,,,,
Bern-Wankdorf,BE,Vorstädtisch,Verkehr,2014,32,,,34,,,,,,,,,,,,,,,,,,
Bern-Wankdorf,BE,Vorstädtisch,Verkehr,2015,34,,,36,,,,,,,,,,,,,,,,,,
Bern-Bollwerkpasserelle,BE,Städtisch,Verkehr,1991,68.5,13.2,,152.7,7.9,,0.55,60.2,113.1,0.05,186.5,,,,,2.9,,,,,,
Bern-Bollwerkpasserelle,BE,Städtisch,Verkehr,1992,61,11.8,80.3,149,9.6,,0.45,53,99.8,0.03,168.8,,,,,2.74,,,,,,
Bern-Bollwerkpasserelle,BE,Städtisch,Verkehr,1993,58.9,8.3,76.4,139,8.3,,0.41,42,105.3,0.03,151.8,,,,,2.46,,,,,,
Bern-Bollwerkpasserelle,BE,Städtisch,Verkehr,1994,59.2,6.8,63,142.5,10,,0.37,36.5,92.4,0.03,151.5,,,,,2.28,,,,,,
Bern-Bollwerkpasserelle,BE,Städtisch,Verkehr,1995,54.8,6.3,56.5,131.6,14.7,,0.38,33.7,90.8,0.03,147.4,,,,,2.18,,,,,,
Bern-Bollwerkpasserelle,BE,Städtisch,Verkehr,1996,59.3,6.7,65.6,128.9,13.1,,0.56,33.3,83.3,0.032,149.2,,,,,2.05,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,1997,,,,,49,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,1998,,,,,56,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,1999,,,,,49,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2000,,,,,46,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2001,,,,,51,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2002,,,,,50,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2003,,,,,56,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2004,,,,,52,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2005,,,,,54,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2006,,,,,49,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2007,,,,,50,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2008,,,,,47,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2009,,,,,49,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2010,,,,,50,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2011,,,,,47.1,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2012,,,,,51,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2013,,,,,48,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2014,,,,,47,,,,,,,,,,,,,,,,,
Etzelkofen,BE,Ländlich,Hintergrund,2015,,,,,50,,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2008,,,,,,19,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2009,,,,,,20,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2010,,,,,,20,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2011,,,,,,19,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2012,,,,,,17,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2013,,,,,,19,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2014,,,,,,16,,,,,,,,,,,,,,,,
Frutigen,BE,Ländlich,Hintergrund,2015,,,,,,17,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1992,20.5,8.2,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1993,20.5,7.2,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1994,18.5,4.1,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1995,20.5,5.1,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1996,19.5,5.1,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1997,18.5,4.1,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1998,19.5,5.1,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,1999,19.5,4.1,,,,,,,,,,,,,,,,,,,,
Interlaken,BE,Vorstädtisch,Hintergrund,2000,17.4,3.1,,,,,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,1998,32.8,8.2,,,48,,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,1999,33.9,7.2,,,45,,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2000,30.8,6.2,,,45,,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2001,26.7,6.2,,,,20,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2002,26.7,5.1,,,,22,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2003,26.7,6.2,,,58,26,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2004,25,6,,,53,21,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2005,28,7,,,48,20,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2006,29,6,,,54,24,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2007,24,5,,,51,18,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2008,26,6,,,49,19,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2009,26,5,,,51,21,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2010,25,3,,,53,20,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2012,24,2,,,49,18,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2013,24,2,,,50,18,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2014,21,2,,,47,15,,,,,,,,,,,,,,,,
Ittigen,BE,Vorstädtisch,Hintergrund,2015,22,2,,,53,17,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2000,0.3,,3.4,0.3,74.1,,,,,,,,,0.2,,0.12,,,,,0.2,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2001,0.4,0.1,3.2,0.4,74.1,,,,,,,,,0.2,,0.11,,,,,0.2,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2002,0.4,0.2,3.4,0.3,75.8,,,,,,,,,0.2,,0.12,,,,,0.3,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2003,0.4,0.2,5.2,0.3,78.8,,,,,,,,,0.2,,0.11,,,,,0.2,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2004,0.4,0.1,3.2,0.3,75,,,,,,,,,0.1,,0.1,,,,,0.4,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2005,0.3,0.2,2.9,0.2,74.8,,,,,,,,,0.2,,0.1,,,,,0.1,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2007,0.3,0.1,,0.3,73.9,3.2,,,,,,,,,0.01,0.1,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2008,0.4,0.1,,0.4,72.9,2.8,,,,,,,,,0.01,0.1,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2009,0.3,0.1,,0.3,74,2.7,,,,,,,,,0.04,0.1,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2010,0.3,0.1,,0.3,74,2.2,,,,,,,,,0.01,0.11,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2011,0.2,0.1,,0.2,74.6,3,,,,,,,,,0.01,0.1,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2012,0.3,0,,0.2,73.2,2.9,,,,,,,,,0.01,0.1,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2013,0.3,0,,0.3,74.8,2.1,,,,,,,,,0,0.1,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2014,0.2,0.1,,0.2,73.6,1.9,,,,,,,,,0,0.09,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2015,0.3,0.1,,0.2,74,2.3,,,,,,,,,0,0.09,,0,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1996,0.6,0.3,5.4,0.7,74.5,,,,,,,,,,,0.12,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1997,0.4,0.2,3.5,0.4,72.1,,,,,,,,,,,0.12,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1998,0.4,0.2,4,0.3,76.9,,,,,,,,,,,0.14,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1999,0.4,0.2,3.8,0.3,77,,,,,,,,,,,0.13,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,2006,0.1,0.2,,0.2,75.3,,,,,,,,,,,0.1,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1992,0.4,0.4,3.3,0.5,68.1,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1993,0.4,0.4,5.5,0.5,66.9,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1994,0.4,0.3,2.6,0.5,70.2,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1995,0.4,0.2,8.4,0.5,69.9,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1986,,0.7,4,,87.3,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1987,,1,6.7,,71.2,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1988,,0.5,4.9,,73.4,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1989,,0.7,4.5,,71.6,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1990,,0.5,4.2,,70.2,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1991,,0.6,4,,63.9,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1985,,1.1,5.1,,,,,,,,,,,,,,,,,,,
Jungfraujoch,BE,Hochgebirge,Hintergrund,1984,,,5.9,,,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1990,22.6,10.3,,,,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1992,24.6,7.2,,,44,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1993,23.6,6.2,,,42,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1994,22.6,5.1,,,47,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1995,22.6,5.1,,,45,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1996,24.6,5.1,,,46,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1997,19.5,4.1,,,50,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1998,22.6,4.1,,,53,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,1999,21.6,3.1,,,52,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2000,18.5,3.1,,,,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2001,18.5,3.1,,,51,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2002,20.5,2.1,,,52,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2003,18.5,3.1,,,59,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2004,16,3,,,55,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2005,17,3,,,54,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2006,18,2,,,53,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2007,17,2,,,52,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2008,17,2,,,51,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2009,18,2,,,51,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2010,17,2,,,52,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2011,15,2,,,49.6,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2012,15,2,,,52,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2013,16,1,,,50,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2014,15,2,,,48,,,,,,,,,,,,,,,,,
Langenthal,BE,Vorstädtisch,Hintergrund,2015,16,2,,,51,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1990,33.9,17.4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1991,32.8,13.3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1992,30.8,12.3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1993,28.7,11.3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1994,28.7,8.2,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1995,29.8,7.1,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1996,30.8,7.2,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1997,25.7,6.2,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1998,27.7,7.2,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,1999,27.7,5.1,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2000,27.7,4.1,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2001,25.7,5.1,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2002,25.7,5.1,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2003,25.7,5.1,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2004,23,4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2005,27,4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2006,26,4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2007,26,4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2008,28,3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2009,27,3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2010,27,4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2011,25,3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2012,25,4,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2013,25,3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2014,24,3,,,,,,,,,,,,,,,,,,,,
Thun-Bälliz,BE,Städtisch,Hintergrund,2015,23,4,,,,,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2004,24,3,,20,38,20,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2005,24,3,,20,50,20,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2006,22,3,,,48,23,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2007,21,,,,45,18,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2008,24,,,,44,19,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2009,23,,,,46,19,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2010,22,,,19,44,16,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2011,21,,,19,44.8,18,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2012,19,,,17,45,15,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2013,19,,,17,44,18,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2014,18,,,15,46,16,,,,,,,,,,,,,,,,
Thun-Pestalozzi,BE,Vorstädtisch,Hintergrund,2015,19,,,16,49,15,,,,,,,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2000,,,,,78.8,,,,,,,0.3,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2001,,,,,72.5,,,,,,,0.3,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2002,,,,,80.8,,,,,,,0.3,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2003,,,,,82.5,,,,,,,0.5,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2004,,,,,87.4,,,,,,,0.4,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2005,,,,,78.1,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2006,,,,,77.6,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2007,,,,,73.7,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2008,,,,,72.6,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2009,,,,,75.1,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2010,,,,,72.6,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2011,,,,,74.5,,,,,,,0.5,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2012,,,,,72.1,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2013,,,,,73.8,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2014,,,,,73.7,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,2015,,,,,76.9,,,,,,,0.2,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,1997,,,,,87.5,,,,,,,,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,1998,,,,,89.6,,,,,,,,,,,,,,,,,
Wengernalp,BE,Ländlich,Hintergrund,1999,,,,,96,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,1997,,,,,70,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2000,,,,,71,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2001,,,,,71,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2002,,,,,71,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2003,,,,,80,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2004,,,,,72,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2005,,,,,75,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2006,,,,,72,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2007,,,,,69,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2008,,,,,68,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2009,,,,,71,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2010,,,,,69,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2011,,,,,67.7,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2012,,,,,71,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2013,,,,,69,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2014,,,,,68,,,,,,,,,,,,,,,,,
Zimmerwald,BE,Ländlich,Hintergrund,2015,,,,,72,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1990,32.8,13.3,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1991,30.8,12.3,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1992,29.8,10.3,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1993,27.7,8.2,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1994,26.7,7.2,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1995,25.7,7.2,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1996,24.6,6.2,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1997,23.6,5.1,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1998,25.7,6.2,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,1999,24.6,5.1,,,,,,,,,,,,,,,,,,,,
Zollikofen,BE,Vorstädtisch,Hintergrund,2000,23.6,5.1,,,,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,1994,16.1,,,,46.6,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,1995,18.6,,,,48.3,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,1996,19.7,,,,45.6,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,1997,19.2,,,,46,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,1998,17.9,,,,49.1,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,1999,18.6,,,,45.1,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,2000,15,,,,43.6,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,2001,15.3,,,,47.7,,,,,,,,,,,,,,,,,
Aesch,BL,Ländlich,Hintergrund,2002,14.9,,,,56.4,,,,,,,,,,,,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1988,42.3,17.4,37.7,40.1,36,,0.58,35,50.7,,52.5,,,,,0.58,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1989,46.4,18.5,45.3,45.9,30.9,,0.62,29.3,87.2,,54.8,,,,,0.6,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1990,41.6,14.1,38.6,39.3,34,,0.33,21,80.3,0.05,52.3,,,,,0.55,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1991,37.3,13.6,41,32.3,35.2,,0.3,18,69.8,0.05,44,,,,,0.56,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1992,32.2,11,35.5,30.7,38,,0.2,13.5,77.8,0.03,37.5,,,,,0.5,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1993,31.7,9.2,33,29.6,36,,0.22,12,69.1,0.03,40.3,,,,,0.5,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1994,27,6.7,33,24.9,40.7,,0.31,11.9,53.1,0.03,39.8,,,,,0.5,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1995,30.2,7.2,30,26.6,41.7,,0.39,10.7,53.2,0.03,32.9,,,,,0.5,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1996,32.8,7.2,35.9,27.3,38.7,,0.32,12.2,51.7,0.02,33,,,,,0.5,,,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1997,32.1,7.3,34.3,29.4,41.3,30,0.16,11.6,57.8,0.017,27.8,,,,0.43,0.46,,26,,,,
Basel-Binningen,BL,Vorstädtisch,Hintergrund,1998,29.5,7.1,30,24.7,48,24.1,0.29,8.9,58.3,0.015,33.3,,,,0.35,0.4,,23,,17.8,,
